Application_ID,Age,Education_Level,Years_of_Experience,Skills,Previous_Job_Experience,Expected_Salary,Job_Level,Location,Application_Status
7792e23a-6580-413c-9e46-b0e699f56b68,41,Associate Degree,21.0,JavaScript,No,50904.389500326666,Senior,Rural,Not Suitable
adc4b026-75aa-4af7-825e-d8d858e56a4a,59,Associate Degree,15.0,Python,No,,Junior,Rural,Suitable
90c98dcd-c2a1-4a0c-8f58-2049b980ef93,40,Associate Degree,19.0,C++,Yes,126942.16581778682,Lead,Suburban,Not Suitable
319c3964-0c07-49c2-b0ea-7c202eda0788,26,Associate Degree,14.0,Excel,No,147138.00602498194,Lead,Urban,Suitable
464fe817-1349-4254-9079-61c57799ace7,25,Master's Degree,12.0,Communication,Yes,110887.59571776945,Senior,Suburban,Suitable
ef964ed6-4fe4-48a2-8396-08402f1bfb71,44,Bachelor's Degree,18.0,Java,No,128564.3395187061,Junior,Rural,Not Suitable
626c8f79-c91c-4bb4-9d93-0e0b1217496e,59,,,Python,No,56998.79100662678,Senior,Urban,Suitable
8991293b-bb15-4cf9-83a2-cc4df6c5be0d,26,Associate Degree,25.0,SQL,No,,Senior,Suburban,Not Suitable
78d8638b-cb56-4194-8faf-67abf0d8f248,49,Associate Degree,14.0,Excel,Yes,90583.1883599324,Junior,Rural,Not Suitable
e1dcae4f-6b2b-4791-8c9b-33a194b9f0fb,23,Associate Degree,4.0,C++,Yes,55717.24633056156,Junior,Rural,Not Suitable
1cad4f83-bca4-4631-8184-d1ee98ef2bd3,58,High School,24.0,Excel,Yes,96755.43046850972,Junior,Urban,Suitable
0cd9578f-6c75-4f4d-b174-cc8f96d7d1e5,40,Bachelor's Degree,6.0,C++,Yes,54389.996414716254,Mid,Urban,Not Suitable
905b7619-5fb7-45f7-a4e4-49bdcf3da0d6,30,High School,28.0,SQL,Yes,141681.49235271334,Lead,Suburban,Suitable
70ebc12f-7f38-41a9-8d05-b4265c3a8be5,21,Master's Degree,20.0,Python,No,,Junior,Urban,Suitable
35581fd8-8b26-4637-b814-3dfcc2b84a5f,35,Associate Degree,9.0,Communication,No,,Senior,Suburban,Not Suitable
0836e854-7eda-4f5d-b355-650f84837a32,36,High School,25.0,C++,Yes,101367.87031997526,Senior,Suburban,Suitable
c20bec2c-963b-4e0b-a9be-f619851647c7,43,High School,7.0,JavaScript,Yes,62383.99291567416,Mid,Rural,Not Suitable
d10c5a2e-9dc0-431a-a292-5a172180eed9,54,Master's Degree,,Python,Yes,139062.8371644817,Lead,Suburban,Not Suitable
c84f333e-130f-468b-9513-f0be66d27940,37,Bachelor's Degree,19.0,Java,No,,Mid,Suburban,Suitable
b0fd8f22-da8a-40fb-a1e2-7f4da9cc8f0e,34,Master's Degree,13.0,Excel,Yes,47526.67046034393,Lead,Urban,Suitable
89d1d21d-ea51-4845-9747-aaecc1257128,44,High School,4.0,Python,Yes,136378.1169594183,Lead,Suburban,Suitable
b976fe13-f376-43a4-a04c-4f481a55e108,39,Associate Degree,22.0,Communication,Yes,73234.54430591594,Senior,Urban,Not Suitable
7a6340d9-cd13-467d-95fe-4d39327c0aeb,18,Associate Degree,3.0,Python,Yes,107322.16008921913,Senior,Suburban,Suitable
09742e6d-78c0-4c77-9934-9a79bcd3264a,34,Master's Degree,12.0,Excel,Yes,132602.04713209273,Lead,Suburban,Not Suitable
74d91a18-ab0a-4880-baeb-65662db68a8c,40,Bachelor's Degree,28.0,Java,No,90398.28660314153,Mid,Suburban,Suitable
15686aa1-5fc0-479b-8c7b-19be7b107b55,23,Bachelor's Degree,4.0,SQL,Yes,141256.5284436948,Lead,Rural,Suitable
ec45f4c1-00b6-4fa5-92bf-233657315e68,34,High School,2.0,Communication,No,120211.01622289453,Senior,Suburban,Not Suitable
2cae7c63-9ddf-40c7-a8a4-8608a8c737db,18,Master's Degree,4.0,Excel,Yes,75302.49598878574,Mid,Urban,Not Suitable
1e60dc9d-95d2-4ad4-aaa8-d972194f952e,32,Master's Degree,3.0,JavaScript,Yes,44896.92405186221,Lead,Rural,Not Suitable
8c676e2e-0383-426c-8b99-840d598292a5,57,Associate Degree,6.0,Excel,Yes,131280.04281383584,Senior,Urban,Not Suitable
59c548ab-162d-4409-8bcf-f54633983d26,59,Master's Degree,21.0,SQL,No,109480.97405668057,Lead,Suburban,Suitable
6c10a272-e5ee-4629-8406-a5edd36cf23f,51,Master's Degree,12.0,JavaScript,No,114649.0099975033,Senior,Urban,Not Suitable
2608d5ea-2c08-4345-83e1-c0064a394b2f,53,Associate Degree,18.0,Python,Yes,,Junior,Urban,Suitable
830aedf4-cb52-4de4-acdc-f9638f749643,31,Associate Degree,,JavaScript,Yes,34481.43999973552,Senior,Rural,Not Suitable
a684e913-5a8a-4977-9f0e-98f731c8cccd,46,Master's Degree,12.0,Python,Yes,58800.378319683296,Mid,Urban,Not Suitable
c6ed7491-594d-41f5-a949-0f6e95fa2a22,56,Master's Degree,14.0,JavaScript,No,147887.95515399572,Lead,Rural,Not Suitable
00b165a1-8983-4a01-b22b-f8a4df6efb3d,47,High School,16.0,Python,No,86461.24808789944,Senior,Urban,Not Suitable
6555b5d1-709c-47ad-b0d7-d1f454818f7c,46,Master's Degree,2.0,C++,Yes,,Lead,Rural,Suitable
1c2c9816-2b40-431a-8274-9f3210120f98,46,,18.0,Communication,Yes,45317.58406564253,Mid,Suburban,Not Suitable
04f703d6-3afa-43de-8fb9-c904bfd71a09,51,Master's Degree,0.0,Python,Yes,109684.72302866694,Senior,Rural,Not Suitable
8a5f4c73-72da-451e-a001-896a97c5eb6c,45,High School,19.0,C++,No,134866.93699629864,Junior,Suburban,Suitable
c6389bce-ae2a-4f1b-88d2-9195d93fc46c,41,Associate Degree,,C++,No,109497.85113531446,Junior,Urban,Suitable
3bdaee49-194a-42af-8d86-d7e7a0ff8ebc,30,Master's Degree,19.0,Python,No,71097.45537889688,Junior,Suburban,Not Suitable
6a0bd085-e181-427c-8f3a-f8e676e31430,36,Bachelor's Degree,26.0,JavaScript,No,66271.284721454,Junior,Rural,Not Suitable
8636849c-25c0-40f1-a8a2-9d4b99935e2b,56,Bachelor's Degree,,SQL,No,41447.63109862846,Lead,Suburban,Not Suitable
6a9add77-118e-49bb-a853-46eb1fc44306,54,Bachelor's Degree,0.0,Python,Yes,145694.0214917134,Senior,Urban,Not Suitable
4e1f545e-6cc6-454d-8a11-e45630d49ff1,22,,5.0,SQL,No,63690.37229139158,Junior,Rural,Suitable
d84bcc2a-8948-4d15-8a9e-91755caaa213,29,Associate Degree,8.0,JavaScript,Yes,33165.17673704824,Junior,Suburban,Not Suitable
12453340-e2ab-47da-88a2-476105b2912c,24,Master's Degree,,Java,No,147487.6266699603,Junior,Urban,Not Suitable
6546fbd8-4ffb-4c12-b51b-28deb52a6202,40,Bachelor's Degree,25.0,Python,Yes,135840.02737003565,Lead,Urban,Not Suitable
5b9a0c7f-99f8-4a71-95d8-bc5565b0b0f5,50,Master's Degree,19.0,C++,Yes,125417.76728431862,Mid,Urban,Not Suitable
d716da54-a0b9-4bca-a907-a4d69fcf1227,48,Associate Degree,25.0,C++,Yes,80624.52014251675,Senior,Urban,Not Suitable
803e2ed8-2a2b-4695-a94d-fdd7bb1d60d2,56,High School,26.0,Communication,Yes,96480.43959851246,Senior,Rural,Not Suitable
afc87112-daff-41a4-aa2b-f9bd2f4e8e00,21,Associate Degree,2.0,C++,No,129349.62856365477,Lead,Suburban,Not Suitable
7947765a-add2-4162-ba24-924b8b7f56ae,19,Master's Degree,13.0,Communication,No,117771.72415207012,Mid,Suburban,Not Suitable
b56b4e9e-3521-4e59-92e0-dde20ecc5622,38,High School,13.0,Excel,No,,Senior,Rural,Suitable
7fc3d678-6c52-4421-ab72-d380f37941cb,20,Master's Degree,13.0,Communication,Yes,114846.12341154739,Mid,Urban,Not Suitable
3f73e915-56f6-4fe7-bced-ca7a78742067,36,Master's Degree,14.0,SQL,Yes,,Junior,Urban,Suitable
fcc5a3c5-872f-456c-a33d-5a6a6150c0db,18,Master's Degree,,C++,No,51099.10240676049,Senior,Urban,Suitable
ddfa4140-b770-4b00-bbf0-19eae541cf15,41,High School,21.0,SQL,No,96677.97859659688,Mid,Rural,Suitable
f671de52-26ef-4e25-b03d-3236aa9971b0,49,Master's Degree,,Communication,Yes,99617.44359684276,Junior,Urban,Suitable
a5967cf4-fae5-47c9-a920-38414e0cf80d,44,Master's Degree,2.0,Java,No,42199.888401708595,Junior,Urban,Suitable
bc6fd058-215f-45fb-94ac-5444720df9e1,20,High School,17.0,Communication,Yes,95009.73214922484,Junior,Urban,Not Suitable
1488e6e2-12f6-41f1-93ef-59e99762112f,42,,7.0,Excel,No,39474.46056469892,Lead,Suburban,Suitable
4e07b246-4259-4ebb-bed5-72a159f383b2,23,,0.0,Python,Yes,39362.20711974635,Lead,Suburban,Suitable
9349e595-9fa6-42f1-977c-d919929abaac,59,Associate Degree,9.0,Python,Yes,111218.2311751289,Lead,Suburban,Suitable
edd50be1-d743-43a8-9178-b9ae60f53ff2,51,Master's Degree,26.0,C++,Yes,,Senior,Urban,Suitable
5fc3bcd8-ead5-4620-903c-227c16f0e059,19,,27.0,SQL,Yes,82620.05864340186,Junior,Urban,Not Suitable
2ef63990-7acc-46f6-833f-a0724ccf81ba,35,Bachelor's Degree,7.0,JavaScript,No,79556.37699546019,Senior,Suburban,Not Suitable
15f33d14-5c03-46c2-ac25-50c70050f653,43,Bachelor's Degree,,Python,Yes,85276.98174940835,Mid,Rural,Suitable
bd2f3ef0-447d-4078-bf57-a0c7b08b416d,33,Master's Degree,5.0,Python,No,99626.22156972591,Mid,Urban,Suitable
7589abfe-5b57-494b-98b5-f53e3aecdda0,42,Bachelor's Degree,12.0,Excel,No,139649.18256975518,Mid,Suburban,Not Suitable
b618c26e-371d-416d-93c4-a69c1e8c8218,57,Associate Degree,10.0,C++,Yes,80595.65276875664,Mid,Rural,Not Suitable
c0749b92-d018-479c-993d-b420cab39c33,21,,17.0,Java,No,136694.20788181128,Lead,Urban,Suitable
02dbd0a2-3ba4-4561-bb30-ae1aa4d45c98,31,Associate Degree,27.0,Java,No,38205.92054988271,Lead,Suburban,Not Suitable
5894961e-58d9-44fb-b6cc-07b9320cc1b5,21,Bachelor's Degree,14.0,Communication,Yes,34667.65802658584,Lead,Suburban,Not Suitable
ae84b058-93d7-4b54-be9a-ddc61c73e899,20,Master's Degree,1.0,SQL,Yes,83247.04010039,Mid,Rural,Suitable
fd28136b-9493-45f4-9bdb-e90fc9243df5,56,Associate Degree,16.0,SQL,No,110215.06503286224,Lead,Suburban,Not Suitable
d5331460-48c0-418e-93bd-41486b914a0f,22,High School,17.0,Java,No,128078.63209141801,Senior,Suburban,Suitable
ead80940-f80c-4c89-b0c6-e9c80f56d66a,19,Bachelor's Degree,19.0,SQL,No,49726.3729698066,Junior,Suburban,Not Suitable
aa99ee21-1851-4ffd-acff-48dbb2c3a7df,20,Bachelor's Degree,8.0,Python,No,108358.3160862847,Junior,Urban,Suitable
dabc7d74-8610-4f48-b333-8b6c8190c507,35,Master's Degree,10.0,Python,Yes,131607.78203721484,Junior,Suburban,Suitable
051ec4ec-2198-4694-b13e-ad006e2f0739,20,High School,,JavaScript,Yes,90055.18559455893,Mid,Urban,Not Suitable
c0003e0a-07c5-4a1d-91f1-ac28fada0a05,20,High School,23.0,C++,No,35478.267709461674,Mid,Rural,Not Suitable
ea7f5f93-8eb9-47ce-9016-f01905da99d4,42,Bachelor's Degree,24.0,Excel,No,114749.57446970968,Lead,Rural,Not Suitable
d85ca408-bf43-484b-abcb-9d8bcadc119c,25,Associate Degree,,Excel,Yes,137535.22970969885,Senior,Rural,Suitable
639c062c-6057-4f46-9ed9-c70889cb5302,55,Associate Degree,26.0,SQL,Yes,72796.88782277433,Senior,Suburban,Not Suitable
dd70a3e2-584d-4743-823c-63262ec2a8cd,49,Associate Degree,26.0,Python,Yes,113599.1373271699,Junior,Suburban,Suitable
c9725183-a100-4fd7-be2d-b4ea838a4eb9,44,Master's Degree,15.0,C++,No,35706.07436145666,Mid,Suburban,Suitable
a625c53e-03a1-4082-80d3-f9557a3b9f08,23,,0.0,JavaScript,Yes,96673.09333248732,Senior,Rural,Suitable
106e4ee1-075b-4aea-ac05-9e5faf7f61cd,44,High School,,C++,No,55331.8523355324,Junior,Suburban,Suitable
2dfaeff5-b741-4400-9329-9eeb424be7de,21,High School,23.0,Excel,Yes,104568.40940624282,Junior,Rural,Suitable
93e37ba8-025d-4b74-9f3e-1027cfec0d00,27,,9.0,SQL,No,53327.11594105582,Junior,Rural,Not Suitable
2fbe6bf7-ab94-44ae-8c42-c7e7ecc710e8,37,High School,12.0,SQL,No,60222.29292759709,Senior,Urban,Not Suitable
ade0a82b-c91f-4af3-9704-345ebc0721ae,34,High School,,C++,Yes,55640.50148661948,Mid,Rural,Suitable
8e304cb6-3d27-498c-8264-84226bcf2e5e,30,High School,12.0,SQL,Yes,98085.77748055098,Junior,Suburban,Not Suitable
627df914-3b55-43e7-ae39-c211ead568d2,25,Associate Degree,11.0,Excel,No,34645.53746016079,Mid,Urban,Not Suitable
79d8a3cd-48e4-4748-89a7-e08dff9274c7,52,Master's Degree,26.0,Python,Yes,119213.2452430094,Senior,Rural,Suitable
9d9da938-bab8-4a28-9c6c-cd4ebebfb402,45,Bachelor's Degree,19.0,JavaScript,Yes,,Junior,Suburban,Suitable
f633ddaf-4f54-4c47-8d36-7df8f65bc73b,47,Associate Degree,11.0,Excel,Yes,97117.38462360331,Junior,Suburban,Not Suitable
1619130d-936d-4710-a215-b92eacd18446,55,Master's Degree,5.0,Java,Yes,140540.75647052465,Mid,Urban,Suitable
226df5ec-df9d-447f-b00e-2404618cf60e,56,Master's Degree,1.0,Java,No,57811.24602863446,Junior,Suburban,Suitable
0eede528-ca18-4e02-85f9-4b7c7bceb5cf,26,Master's Degree,8.0,Excel,No,115127.97931928057,Mid,Urban,Suitable
d53055a3-8a43-44d4-b38a-81af9a21216c,36,Bachelor's Degree,4.0,Communication,No,112087.0745262909,Senior,Urban,Suitable
cbe25f42-3a33-4060-88fa-7cb491912c98,37,Associate Degree,11.0,Java,No,,Lead,Suburban,Suitable
c30eb6dd-22e2-48fc-8735-2164940aebbb,25,High School,19.0,Excel,Yes,31372.446659312343,Junior,Suburban,Not Suitable
6d2adaca-2a06-4aae-84c0-cba214b07563,33,Master's Degree,5.0,SQL,Yes,72423.6966505612,Lead,Rural,Not Suitable
7315ba79-adb6-4253-b742-7ed7ac85435b,38,High School,29.0,Java,No,34316.02656078686,Senior,Rural,Not Suitable
e73dce16-c127-4b07-839c-528ca5dc203a,47,Bachelor's Degree,10.0,JavaScript,Yes,35850.00285081292,Junior,Suburban,Not Suitable
f7c5a1cb-99d8-4bf5-b399-3b6401793853,18,,24.0,SQL,No,108276.41003113458,Junior,Suburban,Not Suitable
0279191d-1a15-4e55-abac-949d44ff6cdf,46,Master's Degree,1.0,Java,Yes,61848.31427519374,Lead,Rural,Suitable
5aa24695-7c16-497f-913f-ef1fa595dc62,48,Bachelor's Degree,11.0,Java,No,,Lead,Rural,Not Suitable
3bed6a77-0291-4c71-be03-7601413113f2,51,Associate Degree,9.0,JavaScript,Yes,100208.68381946842,Junior,Suburban,Not Suitable
a10575c0-cb21-4eff-886c-a90cfec1478a,48,Master's Degree,28.0,C++,No,,Lead,Suburban,Suitable
54d106f8-2986-40f5-95f6-2cef0ad0aa34,59,Bachelor's Degree,10.0,JavaScript,No,79974.07279741004,Mid,Urban,Suitable
08c4717b-0a71-4077-afaa-dfba612bddeb,36,Associate Degree,,Communication,No,98844.60702492496,Senior,Urban,Not Suitable
1e0188b0-78d6-4871-a670-e6c7e79b4b22,30,Associate Degree,6.0,Excel,Yes,108266.65239852907,Senior,Rural,Suitable
c13c6239-5df9-40b7-b98a-c20d4dc09d5e,57,,24.0,Communication,Yes,44809.94960436148,Mid,Rural,Suitable
ce665050-34ee-42d2-a692-504e3b4f0086,41,High School,1.0,Communication,Yes,119775.79844104586,Senior,Rural,Suitable
8ad0aeec-1daa-4dbe-b8fd-00c3d4dba32e,47,Associate Degree,21.0,Excel,No,100373.50616104934,Senior,Rural,Not Suitable
3c7ff001-bd21-4917-871f-42a59101c253,52,Associate Degree,20.0,SQL,Yes,148233.02956528036,Lead,Rural,Not Suitable
8a87156d-6f4e-46c1-ba38-9aa25438ca37,30,High School,2.0,Java,No,39599.56444882676,Junior,Urban,Suitable
b11cc4f3-fd45-47da-bb59-a68d3503ab87,20,Master's Degree,3.0,SQL,No,143215.35279213235,Junior,Rural,Suitable
712571b0-a135-49d8-ad95-be7b288ab3cb,57,Bachelor's Degree,14.0,Excel,No,71299.66023987395,Senior,Suburban,Not Suitable
9a4a9698-124c-4ed6-8633-2ee3b0bfa004,58,Associate Degree,29.0,Java,No,86224.16435116745,Senior,Rural,Not Suitable
7e66d35a-7681-4ea4-9089-af7fefa5e5c6,54,Associate Degree,6.0,Communication,No,52158.84781133942,Mid,Urban,Not Suitable
03973e23-f096-41cf-9fb2-29f9b689f917,57,Master's Degree,,C++,No,148762.60281443768,Lead,Urban,Not Suitable
ca37975c-3a60-4c8b-971a-3e260ee71639,28,Master's Degree,9.0,Python,Yes,,Lead,Rural,Not Suitable
ced97bb3-4167-4b4d-bc0e-790c177d0f1d,33,,17.0,Excel,Yes,54701.46765222987,Senior,Urban,Suitable
8943789a-ef10-456b-8dc4-76cb6d907f00,35,High School,3.0,Python,Yes,31512.77257034039,Junior,Rural,Suitable
ecbfda90-236b-4697-a4ba-c42dd16e5994,38,Bachelor's Degree,,Communication,Yes,116728.09491354591,Junior,Rural,Not Suitable
48057061-777b-4ee7-9efe-24386f4a0a65,49,Associate Degree,15.0,JavaScript,Yes,32365.90261663541,Junior,Suburban,Suitable
ccc5ba89-3967-48e7-8628-2fceee8be632,46,Master's Degree,13.0,SQL,Yes,53917.9372708754,Senior,Rural,Not Suitable
2798eda2-e5f0-414b-904e-cb5699e8a5aa,52,Master's Degree,20.0,Excel,No,35727.13038543232,Lead,Rural,Suitable
fd6b03a4-3ee5-40bf-97ba-67ac9c7bcb2f,27,Associate Degree,24.0,SQL,Yes,90844.12961826278,Lead,Rural,Not Suitable
5bf1d343-6c46-4275-beed-d0cefac56147,46,High School,20.0,Excel,No,109094.04834593079,Junior,Urban,Not Suitable
4620030e-6f4b-4716-afd6-bdcd7dd29ccb,51,Master's Degree,2.0,SQL,Yes,116143.10434612248,Senior,Urban,Not Suitable
f79c66fa-4342-466f-9dd3-1f49ff98f5d3,26,Master's Degree,11.0,SQL,No,75370.59459816242,Junior,Rural,Not Suitable
e9b562a8-2cf4-47aa-9841-f7e70de4e961,59,Associate Degree,23.0,SQL,No,,Senior,Urban,Suitable
d6d40f77-6bd7-4fbe-b124-0aef0a8cc49a,38,,22.0,C++,No,94995.63036599486,Mid,Suburban,Not Suitable
5dcb5ec3-c419-40a8-887a-ff4c476277f6,36,High School,7.0,Communication,Yes,32612.824092429302,Senior,Suburban,Not Suitable
b0f6efd9-da1a-4c24-adf4-bec0746bb563,19,High School,24.0,Communication,No,71718.26894267944,Senior,Rural,Not Suitable
33ed688a-6976-4f12-995d-447bd4b9bde9,20,Bachelor's Degree,21.0,SQL,No,139795.3493128955,Senior,Suburban,Suitable
e6e3967a-b3ee-4692-983d-99989a4a3cee,19,Master's Degree,2.0,C++,Yes,126163.43017767981,Junior,Suburban,Suitable
3ab5e726-e9b1-4d0d-8f93-6e2b48116774,35,Associate Degree,13.0,Excel,Yes,75580.71258378612,Lead,Rural,Not Suitable
ef7332cb-8d1b-4b3c-a407-e30944e66cdc,44,Associate Degree,10.0,JavaScript,No,107363.28253349895,Mid,Urban,Suitable
b6553cd0-82d4-4119-8ce5-31ad420e6e5a,39,,16.0,Java,Yes,76013.86412317546,Junior,Suburban,Suitable
0293549f-2c2b-417e-86a9-9db2904c3bdb,31,Associate Degree,10.0,Java,Yes,107916.57974785155,Senior,Urban,Suitable
ac333ca0-3649-40fe-8240-6fed712f2309,34,Bachelor's Degree,7.0,Python,No,137880.2859770073,Lead,Urban,Not Suitable
5b2ee6ea-a199-4d63-b492-67a2197fdbb0,42,Associate Degree,26.0,Communication,Yes,108020.44081819437,Junior,Suburban,Not Suitable
03e4daad-fdc8-4829-8b53-ece8d28d8d50,18,High School,1.0,C++,No,78674.25516643998,Senior,Suburban,Not Suitable
f8742bae-684e-4b24-af46-9c0030d90239,48,Associate Degree,28.0,SQL,Yes,34988.331286357774,Mid,Suburban,Suitable
6d4ad7b3-9189-4c1e-9896-bfbe298a283c,40,High School,3.0,Communication,Yes,59661.31007734603,Junior,Rural,Not Suitable
e484954a-52d9-49d6-98f4-a547a5a53a5c,43,Bachelor's Degree,,C++,No,72586.40194559388,Mid,Suburban,Suitable
929d6d29-8fc7-41c9-a650-12c0d2c6423a,45,Bachelor's Degree,14.0,Excel,No,113566.52454986775,Junior,Suburban,Not Suitable
2239e4a0-c9c2-40af-b719-9dd8ee3750f2,33,Master's Degree,15.0,Excel,No,64301.449544857926,Senior,Urban,Suitable
bc72d7de-ed35-4101-911c-7fb2fde047b6,41,High School,16.0,Excel,Yes,132203.2271534275,Junior,Rural,Suitable
5118c612-461b-4a2f-9015-014050463d14,56,Bachelor's Degree,6.0,C++,Yes,134291.23299390907,Mid,Suburban,Suitable
3e6caf38-c84e-465b-abfe-6d35ca5083d5,55,,16.0,Java,Yes,96047.59873579037,Lead,Rural,Suitable
f34a56bf-01ec-49e0-ae46-b7fde0cfabf5,27,Associate Degree,0.0,C++,Yes,123607.92154565499,Senior,Rural,Not Suitable
0ec9fed5-f403-4564-8b9e-ae60de55a1bc,50,High School,3.0,Communication,Yes,100783.6875793957,Junior,Suburban,Suitable
c86cd7de-b97a-40f4-8610-534c650dbf92,29,,20.0,SQL,Yes,101365.04824843416,Mid,Urban,Suitable
0fcfdf62-d960-4337-9085-3115892fd795,33,Associate Degree,24.0,C++,No,98233.46336898212,Lead,Rural,Not Suitable
da9e2462-c3b5-4102-b7a1-71d9341d5dce,36,Associate Degree,,Communication,Yes,104661.77274605984,Mid,Suburban,Not Suitable
85959782-774e-48f1-b38d-ac3dcd0dea64,26,Associate Degree,10.0,Excel,No,81940.62139770604,Mid,Rural,Not Suitable
de2b243a-fd60-4ad4-8e74-f2be5d38cca6,19,Bachelor's Degree,14.0,Communication,No,103841.67416561935,Lead,Urban,Not Suitable
30bf4aae-fcb1-4f42-9033-744afb023845,46,Associate Degree,6.0,SQL,No,67877.72495750092,Senior,Suburban,Suitable
daa0bb2a-6fb6-413b-87bc-e25ee452c38b,28,Bachelor's Degree,8.0,Python,No,115771.28058300781,Junior,Suburban,Not Suitable
cf79b39c-1746-4d2b-8511-d2b3b464cf0b,22,Master's Degree,22.0,C++,Yes,81691.52705874352,Mid,Rural,Suitable
e03cb444-5ea8-4da5-bc5e-0d31c56737e2,23,High School,18.0,SQL,No,100707.0484087342,Mid,Rural,Suitable
43d88436-3ed0-4af2-acf0-4dbdc842f4bb,51,Master's Degree,16.0,C++,No,133771.52188035173,Junior,Suburban,Suitable
94df261e-876c-437b-adb4-4c054da52fdf,39,Master's Degree,18.0,Java,Yes,36556.048155423116,Lead,Rural,Not Suitable
7a471349-2b0a-4e5f-8a50-29b4bb156467,24,Associate Degree,,Excel,No,,Lead,Urban,Suitable
ea04b9d5-238c-49a5-91c9-45ca5fcdd531,50,High School,13.0,Java,Yes,137615.22921119997,Junior,Rural,Not Suitable
1d9c26cc-918a-4fc2-9cde-59daa250a7cf,43,,15.0,Java,Yes,91551.2747754011,Mid,Suburban,Not Suitable
71d687d4-6a2d-4d8c-a4a0-0ce490e62b09,35,,21.0,Python,No,111311.89548099598,Senior,Urban,Not Suitable
d8a1b3fc-8b10-4ee8-8e01-113570765d76,46,Associate Degree,29.0,SQL,No,90165.54760988147,Lead,Urban,Not Suitable
2c941f6f-d4a2-46d8-8db3-9386917d3850,41,Master's Degree,10.0,SQL,No,,Senior,Urban,Not Suitable
13a57b11-86ab-4c4f-8ef4-553a9c1cae88,28,High School,1.0,Java,No,,Senior,Urban,Not Suitable
c5d9902f-2da0-49c4-9574-2d3503731ed4,58,High School,6.0,C++,Yes,68250.6921955919,Senior,Urban,Suitable
e70bc361-c497-4382-b658-9da29cd8af8f,33,Bachelor's Degree,9.0,JavaScript,Yes,113311.7628111931,Lead,Urban,Not Suitable
a31e3a3a-6288-4395-aaf4-b80ddb2b41bc,19,High School,4.0,C++,Yes,121223.86037789824,Lead,Urban,Not Suitable
718febea-48dd-4855-9b58-f216c772450d,37,Associate Degree,,Excel,No,127918.89954078766,Mid,Suburban,Suitable
7afdbfc1-6150-4d36-89fd-604de7da61b3,20,Associate Degree,0.0,Python,Yes,69539.35046484711,Mid,Suburban,Suitable
a735702d-18b3-4a76-b7bc-9d65d7ddf6b2,48,,20.0,C++,No,92197.07059556227,Senior,Suburban,Not Suitable
3efbd673-96b2-43bb-b798-93fdc682a41a,52,Master's Degree,4.0,Communication,Yes,58513.88963068288,Senior,Urban,Suitable
21d13fc9-c250-44fa-afc9-0855c72937a3,57,Master's Degree,7.0,Communication,No,100052.55080920708,Mid,Suburban,Suitable
13f32492-8747-441c-b54a-a03602b77391,54,Master's Degree,21.0,Java,Yes,117513.41232792019,Senior,Urban,Not Suitable
4564f386-ffac-4ef6-ba1c-885d204bfe6a,38,Bachelor's Degree,,JavaScript,Yes,31088.356719285897,Junior,Suburban,Not Suitable
e8ce0135-0420-46e2-b350-f9f2e9e49d5e,50,High School,19.0,Communication,Yes,30688.496916111184,Junior,Suburban,Not Suitable
6e01a51f-0f09-4e16-898d-75b7a7f92968,28,Master's Degree,,Java,Yes,80335.73807146613,Senior,Rural,Suitable
3726d885-44da-4294-ad0a-9617248c59b6,54,Master's Degree,19.0,Communication,Yes,79846.53976442339,Senior,Rural,Not Suitable
652a9792-3290-4a9d-bf0d-9ad7700920e0,19,Master's Degree,6.0,Communication,No,96967.03224453104,Lead,Suburban,Not Suitable
85268bb2-8206-400c-aa57-4b14eb270a51,25,High School,21.0,Communication,Yes,,Junior,Rural,Suitable
70ba11c8-9eb5-467e-983f-e19c71a23242,26,Master's Degree,23.0,Python,Yes,112517.11087981929,Mid,Urban,Suitable
927900a9-9bb9-42d7-9833-f42bdfdf1bf5,54,Bachelor's Degree,29.0,Communication,Yes,,Mid,Urban,Suitable
0a826016-39c7-4f88-9087-28f70e449d02,50,Bachelor's Degree,3.0,Java,No,52711.45068686464,Senior,Rural,Not Suitable
d14b9ae3-036a-4902-8b80-2546d20c2d08,48,High School,13.0,Python,Yes,123027.76970233815,Junior,Rural,Not Suitable
35e5b433-8c51-4826-ab8d-ba367c692c2d,31,High School,,JavaScript,Yes,60471.791145858166,Mid,Urban,Suitable
c040a78b-9103-44f2-ab06-c2c974e587c8,43,Master's Degree,10.0,Java,No,108062.06107387558,Lead,Suburban,Not Suitable
24119686-f4db-4175-9434-8be45a035f2f,58,,23.0,Python,Yes,37586.23219459474,Lead,Rural,Not Suitable
f79d78e0-a76c-47f8-80f8-55b3cf45f5a1,26,Associate Degree,17.0,C++,No,124538.45982966114,Mid,Urban,Suitable
ff70a290-60c8-4689-acf7-917933d4cc5d,44,Associate Degree,24.0,Java,Yes,58280.74020564974,Lead,Rural,Not Suitable
183541e5-56ce-45ea-99ac-8ced88e1f88c,45,,27.0,JavaScript,Yes,77458.05306715822,Senior,Rural,Suitable
afbfb640-940a-4bd8-8467-e59c4de738cc,21,Bachelor's Degree,9.0,Excel,Yes,110598.0663177492,Mid,Urban,Not Suitable
af3e33e5-b89f-4dc6-9ba8-60391bee6a03,49,,,Communication,No,43842.601400402695,Lead,Rural,Suitable
